date,Polarity,Subjectivity
2020-03-19,1.0235245981855026,0.4033859043832449
2020-03-20,1.0538273472524138,0.3400657303180358
2020-03-21,1.0573528224421083,0.3124708622873307
2020-03-22,1.0560497873391776,0.31765628431507287
2020-03-23,1.0378761318635217,0.34538162532598715
2020-03-24,1.0535899408445617,0.3060270276720539
2020-03-25,1.0663640333352857,0.32829863316772984
2020-03-26,1.0430732575247879,0.33444776387633546
2020-03-27,1.0540763220082043,0.2984096248632767
2020-03-28,1.0625731795142737,0.3306305563802799
2020-03-29,1.0323113716064296,0.3241619475485754
2020-03-30,1.0503504533216077,0.35824308099308094
2020-03-31,1.0347027338004158,0.3357698656098217
2020-04-01,1.0408089434544028,0.30655353664770696
2020-04-02,1.0514530311419852,0.32144931973711044
2020-04-03,1.0651144538591868,0.3458711920492118
2020-04-04,1.0617638016462796,0.33526340350058303
2020-04-05,1.072008951534138,0.32145845100170034
2020-04-06,1.0572022452920555,0.3692017948593578
2020-04-07,1.0932816691410439,0.3293202091118758
2020-04-08,1.0715929889509983,0.3130292443383057
2020-04-09,1.0821757482837027,0.3465466670675003
2020-04-10,1.0344890458889189,0.3153864498360672
2020-04-11,1.057998890342088,0.34236635444453456
2020-04-12,1.0667373194496976,0.3140486405899027
2020-04-13,1.0403114160145406,0.31667985082047595
2020-04-14,1.0677670684731353,0.35208496098663467
2020-04-15,1.0975737140847899,0.32922399223295834
2020-04-16,1.0496650850435576,0.34375880516659857
2020-04-17,1.0661979934056347,0.33075096083318684
2020-04-18,1.075438536922668,0.328352649778248
2020-04-19,1.0516764910574437,0.33962133059248445
2020-04-20,1.0529197037066023,0.3128405219557329
2020-04-21,1.0632808955747486,0.32030663711446006
2020-04-22,1.0763008229908673,0.32165778112339677
2020-04-23,1.0689173993303591,0.3329206821634835
2020-04-24,1.0692374372173605,0.3397051039058807
2020-04-25,1.0694415907534516,0.31776687689443706
2020-04-26,1.0604078473774912,0.3352637117054705
2020-04-27,1.0683422337130766,0.31988502067297675
2020-04-28,1.0580692114687105,0.3193045722779339
2020-04-29,1.0517161015089682,0.3303761829476848
2020-04-30,1.0793111582541715,0.34357673756618556
2020-05-01,1.0719492923167653,0.3144498062355909
2020-05-02,1.059944121190019,0.30984781614568274
2020-05-03,1.061673430146615,0.31839345908223604
2020-05-04,1.0577058630293639,0.31617807544600585
2020-05-05,1.065930259773155,0.32678250355900446
2020-05-06,1.0565655715002833,0.3202258039365036
2020-05-07,1.0672596748383054,0.3349745789959887
2020-05-08,1.0659596500403385,0.33920344480132825
2020-05-09,1.0480139157635984,0.33835642943272487
2020-05-10,1.054069628685608,0.343553027378205
2020-05-11,1.062248123889344,0.3236366098407296
2020-05-12,1.0512011263570629,0.32232613726780635
2020-05-13,1.0512989287201924,0.304047988847731
2020-05-14,1.0792390912227874,0.3249201229275961
2020-05-15,1.066107764533295,0.3282659235645629
2020-05-16,1.0565899997553219,0.32408728256510533
2020-05-17,1.069273628255683,0.3381206215859681
2020-05-18,1.0641962730435102,0.3213147449440267
2020-05-19,1.040529766994663,0.31011642432121705
2020-05-20,1.0509258956412915,0.3354080033274948
2020-05-21,1.0679614112082956,0.31315313314001186
2020-05-22,1.0656206757006963,0.33188042029325754
2020-05-23,1.0640435540852673,0.3234075548313589
2020-05-24,1.0543141657358366,0.29213620585276384
2020-05-25,1.0705754883425331,0.3198447176269144
2020-05-26,1.0643971477682028,0.3151473148672545
2020-05-27,1.0589344037493507,0.3419967413404762
2020-05-28,1.0577876461215228,0.3364672597579763
2020-05-29,1.048268445735551,0.3277768432834225
2020-05-30,1.0403913992047398,0.34610013036752957
2020-05-31,1.0438087562221585,0.3547170456484975
2020-06-01,1.0753732461027845,0.3296183498303904
2020-06-02,1.0627980778176505,0.31834699719749043
2020-06-03,1.0507607857372954,0.3236647799176272
2020-06-04,1.0417207057184392,0.31891135806734366
2020-06-05,1.0649780758851926,0.3534292009260171
2020-06-06,1.0573896410384944,0.3307183096024028
2020-06-07,1.0554700157341577,0.35069191732146876
2020-06-08,1.0781235612295033,0.33055501576255475
2020-06-09,1.059854961889376,0.3355118215654873
2020-06-10,1.0568258559763481,0.31605180673474437
2020-06-11,1.0606332880268998,0.3258174396398741
2020-06-12,1.0594039841177347,0.33288869380619407
2020-06-13,1.0586679490630677,0.3253104737305328
2020-06-14,1.0508896769003666,0.32483722021273714
2020-06-15,1.0744449872531343,0.3321137085044292
2020-06-16,1.0695961447561793,0.35661230477839456
2020-06-17,1.064140703864991,0.3160625393785321
2020-06-18,1.0550323906134134,0.2873852458940413
2020-06-19,1.0670415070489483,0.336213664842082
2020-06-20,1.0544977254273167,0.332419063268319
2020-06-21,1.0302675414467715,0.3261071338462879
2020-06-22,1.0587725509133215,0.3454773630392828
2020-06-23,1.0559058042453549,0.3238196709619317
2020-06-24,1.049768961181418,0.3392135909000018
2020-06-25,1.0663592043395982,0.32582965809708725
2020-06-26,1.0580498469816977,0.33255817523828296
2020-06-27,1.0617795610105007,0.3316973083994628
2020-06-28,1.0424258420472625,0.3259972257320065
2020-06-29,1.0601034776960914,0.33424770263019143
2020-06-30,1.056274963984082,0.3310718831244752
2020-07-01,1.0684055983143617,0.32815517312486087
2020-07-02,1.0578919641061684,0.3532434328829809
2020-07-03,1.0688493145593678,0.329292514105351
2020-07-04,1.079064547693097,0.3531728201334087
2020-07-05,1.050750158683483,0.33443997382332663
2020-07-06,1.0507605001493483,0.34661453256278335
2020-07-07,1.063595286084554,0.3317066799091438
2020-07-08,1.06212565376884,0.33189039590379543
2020-07-09,1.0512835990388159,0.33539599144852505
2020-07-10,1.0522381314830291,0.33706274182756973
2020-07-11,1.0389095932121601,0.3300857590716863
2020-07-12,1.0487069759776606,0.3577672618398787
2020-07-13,1.0548069668751758,0.3387083667204992
2020-07-14,1.059194875409345,0.3374375623029305
2020-07-15,1.039827339917308,0.35881079265413535
2020-07-16,1.0393587208563624,0.31908483702705387
2020-07-17,1.0452673076127377,0.3115440174703168
2020-07-18,1.070855782234179,0.34511788108137853
2020-07-19,1.0451841471246868,0.32840018123832704
2020-07-20,1.0651601946600007,0.33520879927033215
2020-07-21,1.0570583165256469,0.32619192165458405
2020-07-22,1.0727958935921198,0.3166358321450178
2020-07-23,1.0592586751070414,0.3328932810257091
2020-07-24,1.0565118025224214,0.3217524115470276
2020-07-25,1.0571374462930117,0.33130209598190186
2020-07-26,1.0490758882854208,0.3204258340172795
2020-07-27,1.0648670125512925,0.344722936797759
2020-07-28,1.0535165449518786,0.33565200282940805
2020-07-29,1.0681967613655514,0.3350810204333292
2020-07-30,1.0726691503994419,0.33857716301171203
2020-07-31,1.0672486491789868,0.3419620166884427
2020-08-01,1.0513075926371045,0.3283164105874631
2020-08-02,1.058723108620386,0.3091372931707089
2020-08-03,1.067065580510279,0.33805262386274487
2020-08-04,1.0670445948084843,0.3321622222427778
2020-08-05,1.0603611992722821,0.32758326987064096
2020-08-06,1.0680997189526762,0.3021717637484906
2020-08-07,1.0638385132510992,0.3145697182687852
2020-08-08,1.0679931154362066,0.30611067530782954
2020-08-09,1.0513955237426396,0.34352066236825846
2020-08-10,1.0628678607291564,0.33558763372716843
2020-08-11,1.0834282382706166,0.3255972306430993
2020-08-12,1.0703959431269217,0.3242300110548439
2020-08-13,1.037149611711373,0.32525048911562915
2020-08-14,1.0503592205448413,0.3043013581899861
2020-08-15,1.063218825530105,0.3240508213088143
2020-08-16,1.0523266036242338,0.3305621194479048
2020-08-17,1.0421694318495272,0.3229621808768724
2020-08-18,1.0846211551276659,0.3053804221113247
2020-08-19,1.0649162815259512,0.31991090241286807
2020-08-20,1.0715940306879979,0.3526490704431242
2020-08-21,1.0569726137527855,0.31225560199698127
2020-08-22,1.0311685113743807,0.31581956302383957
2020-08-23,1.0315076315257474,0.3256343978083109
2020-08-24,1.061825583174125,0.2925227072743273
2020-08-25,1.0544261984099859,0.32312976079893396
2020-08-26,1.050721114938083,0.3077508119784737
2020-08-27,1.0634284892576567,0.2998211239377907
2020-08-28,1.0412228330015714,0.2985337222404745
2020-08-29,1.0330164355683051,0.298157552035057
2020-08-30,1.069276894506726,0.3301343415010284
2020-08-31,1.0420886769764128,0.30937076260566815
2020-09-01,1.054179680540891,0.3533986755961844
2020-09-02,1.0691661216481372,0.3259478398799444
2020-09-03,1.059003384506693,0.33061378445121375
2020-09-04,1.0581939069990542,0.3337145643579466
2020-09-05,1.0600751086931368,0.3287016333538577
2020-09-06,1.061935834921347,0.3197122395974124
2020-09-07,1.0587318759283053,0.34820889053627135
2020-09-08,1.061196101641415,0.3306840119206192
2020-09-09,1.0367664717274105,0.32386011077417315
2020-09-10,1.0490185905495313,0.33258984707994615
2020-09-11,1.0338700378477386,0.337521430548817
2020-09-12,1.0562687444089596,0.32418246572888376
2020-09-13,1.055473140182536,0.31201685588827327
2020-09-14,1.053582483596552,0.34515665745770235
2020-09-15,1.0575447960014288,0.334481053873061
2020-09-16,1.0783206406848684,0.3235871344892888
2020-09-17,1.050694764395657,0.34144757687827404
2020-09-18,1.0615427752282538,0.33936703982543726
2020-09-19,1.0635590414026084,0.34255995759528907
2020-09-20,1.060809510158858,0.33479797916520565
2020-09-21,1.0658440984097182,0.3460367738734779
2020-09-22,1.0569539419985847,0.34228418116810977
2020-09-23,1.0391378204206272,0.3270697644455948
2020-09-24,1.036103826295774,0.3303779736960915
2020-09-25,1.0612025351133407,0.342627909661338
2020-09-26,1.0496758474186818,0.3248103567522357
2020-09-27,1.0530427638682556,0.34012574246838634
2020-09-28,1.0626900801166435,0.3414383862086985
2020-09-29,1.067877968592255,0.33469330745051384
2020-09-30,1.0541291037801628,0.3454959861136572
2020-10-01,1.0585858179518903,0.3551223150577547
2020-10-02,1.0646395845377943,0.325323219691094
2020-10-03,1.0570190606988865,0.3516142684070315
2020-10-04,1.0360740355992863,0.3435882796869862
2020-10-05,1.0607639226992338,0.332954729869936
2020-10-06,1.0304874483607256,0.33970234199751814
2020-10-07,1.0479213515682129,0.32465015725983587
2020-10-08,1.0706977907490203,0.35974430146988207
2020-10-09,1.0598298807181792,0.3470439988170486
2020-10-10,1.0303381777725855,0.31584950510925036
2020-10-11,1.0503704591468626,0.35102427004684644
2020-10-12,1.030987139705237,0.31969701095319436
2020-10-13,1.0645051490230806,0.32558484083684647
2020-10-14,1.0428389975242334,0.3349769136467787
2020-10-15,1.052386764909535,0.33610769788656003
2020-10-16,1.068214939229561,0.3216220384217802
2020-10-17,1.0671200288718758,0.3391815050839405
2020-10-18,1.053049666152752,0.3326894048111585
2020-10-19,1.0681829834748255,0.35196184639837974
2020-10-20,1.0645260709836233,0.3249579777622849
2020-10-21,1.0450213708932434,0.3272982258945261
2020-10-22,1.0606444786716271,0.3352623967205847
2020-10-23,1.0732333846708848,0.3440320073445074
2020-10-24,1.0546441908260094,0.3342844259121174
2020-10-25,1.042755638456537,0.3311692346307238
2020-10-26,1.0429159702564696,0.31330737416512333
2020-10-28,1.0423762173012179,0.34735352844323447
2020-10-29,1.0765776339870543,0.34834186816100793
2020-10-30,1.0620571964842525,0.3270751104736091
2020-10-31,1.0521292212691942,0.3382957702165893
2020-11-01,1.041434141518581,0.3355835034710186
2020-11-02,1.0595554684739616,0.33366131106555696
2020-11-04,1.0632108032581993,0.3395378462924687
2020-11-05,1.0585115216811296,0.3271085460313346
2020-11-06,1.0732805584097673,0.3330478090669304
2020-11-07,1.0486790117654368,0.33169945568777975
2020-11-08,1.0595979443031591,0.33137655880675354
2020-11-09,1.1161750709101879,0.3560945327428004
2020-11-10,1.0805381322182397,0.3492996746162819
2020-11-11,1.085043637949932,0.37420014447422634
2020-11-12,1.057569868747275,0.32546752050276007
2020-11-13,1.056105305227393,0.3624523351447019
2020-11-14,1.0560317351527937,0.34849838194511906
2020-11-15,1.05368838574507,0.35140180188054554
2020-11-16,1.0812316541914,0.3739551469547322
2020-11-17,1.0764957958707975,0.3414463219765825
2020-11-18,1.0761477454107429,0.3581926188157205
2020-11-19,1.073012769374404,0.35264848250053493
2020-11-20,1.0677858714951587,0.3397981158881977
2020-11-21,1.0521754277160065,0.34600191465764946
2020-11-22,1.0399096256000755,0.3501307551609622
2020-11-23,1.0773771283602622,0.35307030316849564
2020-11-24,1.0785667583954759,0.3418894704865917
2020-11-25,1.0600096706469653,0.3324747282593341
2020-11-26,1.0771850978396402,0.33514073913364895
2020-11-27,1.055866338911147,0.3449930414403429
2020-11-28,1.0494894563272157,0.34943031499747673
2020-11-29,1.052585423264372,0.347414508157973
2020-11-30,1.0565633056914627,0.3311465701095553
2020-12-01,1.0778121815311354,0.34949678282689034
2020-12-02,1.0890729696725931,0.35261838756207436
2020-12-03,1.0506641215331398,0.3438551395956444
2020-12-04,1.081247531966383,0.34569583749981153
2020-12-05,1.058366059030039,0.36087669607622064
2020-12-06,1.0495688956732612,0.33956267632161224
2020-12-07,1.0391476568903977,0.34306564805430506
2020-12-08,1.0701674406586736,0.34187550626983193
2020-12-09,1.0708314638729308,0.351548639294087
2020-12-10,1.0473745454953085,0.3307694312644878
2020-12-11,1.0537311707219803,0.3480914162038309
2020-12-12,1.076164447935975,0.338159786816257
2020-12-13,1.0698309505967145,0.36428164488717185
2020-12-14,1.0524805832717126,0.33419673123373483
2020-12-15,1.0731550939136232,0.341829688816637
2020-12-16,1.0571458040363586,0.3448827521624326
2020-12-17,1.0675417653956563,0.32907907874089903
2020-12-18,1.038827102230299,0.34881413972035175
2020-12-19,1.0630469035594035,0.32006834339564266
2020-12-20,1.0620144250337284,0.35413934472495295
2020-12-21,1.059084726209349,0.323676563435968
2020-12-22,1.0527121901959893,0.33489331953605495
2020-12-23,1.0730321662247893,0.3398410950650864
2020-12-24,1.0530521428203727,0.3378136286140624
2020-12-25,1.0688511978521287,0.3499355475803742
2020-12-26,1.046884772500715,0.3411957483829466
2020-12-27,1.0504756094585812,0.34355523103976066
2020-12-28,1.0357662968339227,0.3468050969031459
2020-12-29,1.051876400186107,0.33899446574064934
2020-12-31,1.071346131623188,0.36040649379903156
2021-01-01,1.0674808742628266,0.36824504031043404
2021-01-02,1.052013933771036,0.35636803330804706
2021-01-03,1.054849504242211,0.34441449103366184
2021-01-04,1.0559547731276404,0.34725011596840977
2021-01-05,1.0585195282096538,0.3454852645381153
2021-01-06,1.0526222260748963,0.33754091243168904
2021-01-07,1.0287253828388574,0.32096277171410165
2021-01-08,1.0536118800789849,0.35363743639401535
2021-01-10,1.0581849057995536,0.3586529131568762
2021-01-11,1.0562862483145272,0.33125065975311874
2021-01-12,1.0387189508412642,0.36373609522471734
2021-01-13,1.0551485791079285,0.3407758598147431
2021-01-14,1.054309283568443,0.3501079296661191
2021-01-15,1.052894076479076,0.3268454184704186
2021-01-16,1.06391679964399,0.33001616596096534
2021-01-17,1.0555948488491236,0.30658469584161785
2021-01-18,1.0621010530665416,0.34021790680406694
2021-01-19,1.0487517474645134,0.3242902553514253
2021-01-20,1.071757427963253,0.32346837862544664
2021-01-21,1.066107027093967,0.30845065427248275
2021-01-22,1.018207608875642,0.3749495098859851
2021-01-23,1.0819692293303407,0.3526494901703237
2021-01-24,1.0659605013447424,0.32293640535858437
2021-01-25,1.0651633483610823,0.3386962594477214
2021-01-26,1.0780254300486516,0.3523912525221814
2021-01-27,1.034988398436842,0.30034366033879645
2021-01-28,1.051117277051995,0.3306030581761823
2021-01-29,1.0615552407972724,0.3405849885690522
2021-01-30,1.0501427995763102,0.33787932516655933
2021-01-31,1.0496659139486606,0.3092532519631139
2021-02-01,1.066967827825078,0.3445632323087005
2021-02-02,1.0349288468419557,0.3361912232415281
2021-02-03,1.0573151623266304,0.3365953660678431
2021-02-04,1.0718966284517466,0.3180369357239439
2021-02-05,1.0633800336942654,0.32155927785713695
2021-02-06,1.0812016069488128,0.32631076648883867
2021-02-07,1.0541454595470074,0.30627864751057965
